交易編號,會員卡號,店號,交易日期,小分類名稱,貨號,貨名,數量,售價,金額,總金額,,,1/1/10 
2026,474,1023,00980122,420206  ,0000030007253,模範生點心餅組合包(雞汁)-50g*6          ,1,69.00,69,1359,,,
2026,474,1023,00980122,420301  ,0000010009642,雪之屋米果(醬味)-12袋                   ,1,49.00,49,1359,,,
2026,474,1023,00980122,420301  ,0000010009454,雪之屋米果-12枚                         ,1,49.00,49,1359,,,
2026,474,1023,00980122,420401  ,0000010023190,嘉禾紅心梅280G                          ,1,49.00,49,1359,,,
2026,474,1023,00980122,420401  ,0000030007797,義美知心5種水果軟糖-200g                ,1,55.00,55,1359,,,
2026,474,1023,00980122,420401  ,0000030008959,ARC綜合太妃糖_400g                      ,1,99.00,99,1359,,,
2026,474,1023,00980122,420401  ,0000010064661,森永嗨啾軟糖-130g                       ,1,35.00,35,1359,,,
2026,474,1023,00980122,420604  ,0000010044694,高岡屋韓式海苔禮盒                      ,1,169.00,169,1359,,,
2026,474,1023,00980122,510601  ,0000010075002,加倍潔防瞞濃縮洗衣乳2000g(補)           ,1,85.00,85,1359,,,
2026,474,1023,00980122,510601  ,0000010012823,白蘭漂白水-1500cc                       ,1,52.00,52,1359,,,
2026,474,1023,00980122,510601  ,0000030007995,妙管家活氧洗衣粉4.5KG                   ,1,139.00,139,1359,,,
2026,474,1023,00980122,510701  ,0000030007203,免叮自動噴霧殺蟲劑-550ml                ,1,75.00,75,1359,,,
2026,474,1023,00980122,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,1359,,,
2026,474,1023,00980122,530101  ,0000010077943,中興無洗米-2kg                          ,1,129.00,129,1359,,,
2027,474,1023,00980525,310804  ,0000010066272,金品白醬雞肉焗飯390g                    ,1,49.00,49,573,,,
2027,474,1023,00980525,310804  ,0000010066272,金品白醬雞肉焗飯390g                    ,1,49.00,49,573,,,
2027,474,1023,00980525,310804  ,0000010072770,桂冠起司海鮮飯410g                      ,1,47.00,47,573,,,
2027,474,1023,00980525,310804  ,0000010072770,桂冠起司海鮮飯410g                      ,1,47.00,47,573,,,
2027,474,1023,00980525,411309  ,0000030000928,黑松蜜桃C綜合果汁300ml*6                ,1,54.00,54,573,,,
2027,474,1023,00980525,420103  ,0000010044975,正益紫菜蘇打餅-160g                     ,1,33.00,33,573,,,
2027,474,1023,00980525,420103  ,0000010059069,中祥自然之顏蔬菜蘇打餅-140g             ,1,35.00,35,573,,,
2027,474,1023,00980525,420103  ,0000010059069,中祥自然之顏蔬菜蘇打餅-140g             ,1,35.00,35,573,,,
2027,474,1023,00980525,510804  ,0000010015947,百利菜瓜(2入)-海棉  22066               ,1,43.00,43,573,,,
2027,474,1023,00980525,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,573,,,
2027,474,1023,00980525,530101  ,0000030009701,中興新越米-3kg                          ,1,179.00,179,573,,,
2028,474,1023,00981106,410605  ,0000030011836,活點營養拉麵1200g                       ,1,80.00,80,831,,,
2028,474,1023,00981106,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,831,,,
2028,474,1023,00981106,520101  ,0000030010109,尊爵1毫克低淡菸(G1)                     ,10,60.00,400,831,,,
2028,474,1023,00981106,520101  ,0000030010097,長壽白硬盒淡菸(包）                     ,10,55.00,350,831,,,
2028,474,1023,00981106,520101  ,0000030010097,長壽白硬盒淡菸(包）                     ,-10,55.00,-350,831,,,
2028,474,1023,00981106,530101  ,0000010021538,三好米(特級米)-4KG                      ,1,149.00,149,831,,,
2039,7,1023,00980902,410204  ,0000010030835,TWS特製紅糖1000g                        ,1,59.00,59,2144,,,
2039,7,1023,00980902,410306  ,0000010071769,青的農場綠豆600g                        ,1,50.00,50,2144,,,
2039,7,1023,00980902,410501  ,0000010075761,味全紅燒鰻豆豉味100g                    ,1,29.00,29,2144,,,
2039,7,1023,00980902,410501  ,0000010073379,同榮豆豉鰻(易)100g                      ,1,38.00,38,2144,,,
2039,7,1023,00980902,410501  ,0000010005155,味全紅燒鰻(易)-100g                     ,1,29.00,29,2144,,,
2039,7,1023,00980902,410501  ,0000010064150,愛之味鮪魚片-3入                        ,1,139.00,139,2144,,,
2039,7,1023,00980902,410501  ,0000010005381,同榮燒鰻(易)-100g                       ,1,38.00,38,2144,,,
2039,7,1023,00980902,410502  ,0000010005129,新東陽瓜仔肉160g                        ,1,26.00,26,2144,,,
2039,7,1023,00980902,410502  ,0000010005114,廣達香肉醬-160g                         ,1,35.00,35,2144,,,
2039,7,1023,00980902,410502  ,0000010005114,廣達香肉醬-160g                         ,1,35.00,35,2144,,,
2039,7,1023,00980902,410502  ,0000010005079,味全瓜仔肉-170g                         ,1,28.00,28,2144,,,
2039,7,1023,00980902,410505  ,0000030004599,味全花生麵筋120g                        ,6,9.83,59,2144,,,
2039,7,1023,00980902,410505  ,0000010005258,愛之味韓式泡菜-190g                     ,1,32.00,32,2144,,,
2039,7,1023,00980902,410505  ,0000010005258,愛之味韓式泡菜-190g                     ,1,32.00,32,2144,,,
2039,7,1023,00980902,410601  ,0000010031877,維力媽媽麵-5入                          ,1,55.00,55,2144,,,
2039,7,1023,00980902,410601  ,0000030010748,維力炸麻麵90g*5包                       ,1,55.00,55,2144,,,
2039,7,1023,00980902,410601  ,0000010060314,統一肉燥包麵*5入                        ,1,55.00,55,2144,,,
2039,7,1023,00980902,411101  ,0000030007553,桂格美味大燕麥片水果優格58g(5入)        ,1,88.00,88,2144,,,
2039,7,1023,00980902,411301  ,0000010059630,可口可樂-250ml*6                        ,1,58.00,58,2144,,,
2039,7,1023,00980902,411302  ,0000030004502,御茶園每朝健康綠茶650ml*4入             ,1,99.00,99,2144,,,
2039,7,1023,00980902,411302  ,0000030004502,御茶園每朝健康綠茶650ml*4入             ,1,99.00,99,2144,,,
2039,7,1023,00980902,411303  ,0000010079129,台鹽海洋鹼性離子水1500ml                ,1,40.00,40,2144,,,
2039,7,1023,00980902,411309  ,0000010061155,雀巢檸檬茶(鋁)-300ml*6                  ,4,39.00,156,2144,,,
2039,7,1023,00980902,411310  ,0000030004184,愛之味冰燒仙草330g*6入                  ,1,149.00,149,2144,,,
2039,7,1023,00980902,420102  ,0000010069996,孔雀日式泡芙(咖啡)-65G                  ,1,22.00,22,2144,,,
2039,7,1023,00980902,420102  ,0000010069997,孔雀日式泡芙(雞蛋牛奶)-65G              ,1,22.00,22,2144,,,
2039,7,1023,00980902,420102  ,0000010010009,孔雀咖啡捲心餅-63g                      ,1,24.00,24,2144,,,
2039,7,1023,00980902,420102  ,0000010025624,義美芝麻蛋捲(量販)-180g                 ,1,107.00,107,2144,,,
2039,7,1023,00980902,420102  ,0000010069384,旺旺夾心捲(咖啡)-220g                   ,1,45.00,45,2144,,,
2039,7,1023,00980902,420102  ,0000030006236,鴻津太國捲(蛋奶素)-400g                 ,1,69.00,69,2144,,,
2039,7,1023,00980902,420102  ,0000010023425,加茲登巧克力派_28g*10                   ,1,55.00,55,2144,,,
2039,7,1023,00980902,420103  ,0000010009983,可口美酥-150g                           ,1,35.00,35,2144,,,
2039,7,1023,00980902,420302  ,0000010044800,Lay's樂事組合包(4入)_200g               ,1,64.00,64,2144,,,
2039,7,1023,00980902,420308  ,0000010073983,溢旺阿根廷頂級葡萄乾-400g               ,1,79.00,79,2144,,,
2039,7,1023,00980902,530101  ,0000010077954,中興無洗台梗九號米-2kg                  ,1,139.00,139,2144,,,
2040,7,1023,00990526,410402  ,0000010006967,聯夏東坡肉200g                          ,1,34.00,34,395,,,
2040,7,1023,00990526,410402  ,0000010006955,味王咖哩雞肉 -調理 200G                 ,1,30.00,30,395,,,
2040,7,1023,00990526,410402  ,0000010006955,味王咖哩雞肉 -調理 200G                 ,1,30.00,30,395,,,
2040,7,1023,00990526,410402  ,0000010006955,味王咖哩雞肉 -調理 200G                 ,-1,30.00,-30,395,,,
2040,7,1023,00990526,410402  ,0000010006952,味王快餐香菇肉羹 200G                   ,1,30.00,30,395,,,
2040,7,1023,00990526,410402  ,0000010006957,味王筍絲焢肉 -調理 200G                 ,1,30.00,30,395,,,
2040,7,1023,00990526,410801  ,0000010039998,天仁綠茶-50入                           ,1,109.00,109,395,,,
2040,7,1023,00990526,510903  ,0000010039345,育銓碳酸鈣環保清潔袋-M                  ,1,53.00,53,395,,,
2040,7,1023,00990526,530101  ,0000030009810,三好履歷益全香米1KG                     ,1,109.00,109,395,,,
2041,7,1023,00990823,222102  ,0000000000286,水果(免稅)虛擬                          ,1,115.00,115,2149,,,
2041,7,1023,00990823,222102  ,0000000000286,水果(免稅)虛擬                          ,-1,115.00,-115,2149,,,
2041,7,1023,00990823,410501  ,0000010005155,味全紅燒鰻(易)-100g                     ,1,32.00,32,2149,,,
2041,7,1023,00990823,410501  ,0000010064150,愛之味鮪魚片-3入                        ,1,139.00,139,2149,,,
2041,7,1023,00990823,410501  ,0000010005155,味全紅燒鰻(易)-100g                     ,1,32.00,32,2149,,,
2041,7,1023,00990823,410501  ,0000010064150,愛之味鮪魚片-3入                        ,1,139.00,139,2149,,,
2041,7,1023,00990823,410505  ,0000010005077,味全花生麵筋170g                        ,6,16.33,98,2149,,,
2041,7,1023,00990823,410601  ,0000010063658,統一肉燥包麵(箱)-75g*12入               ,1,119.00,119,2149,,,
2041,7,1023,00990823,411301  ,0000010005485,芬達橘子汽水易330ml                     ,2,12.00,24,2149,,,
2041,7,1023,00990823,411301  ,0000010076565,可口可樂Zero330ml*6入                   ,1,69.00,69,2149,,,
2041,7,1023,00990823,411302  ,0000030014055,網購-雀巢檸檬茶(鋁)300ml*24(箱)         ,1,260.00,260,2149,,,
2041,7,1023,00990823,411306  ,0000010005766,伯朗曼特寧咖啡240ml                     ,1,24.00,24,2149,,,
2041,7,1023,00990823,411306  ,0000010005766,伯朗曼特寧咖啡240ml                     ,1,24.00,24,2149,,,
2041,7,1023,00990823,411306  ,0000010005769,金車伯朗藍山易240ml                     ,1,16.00,16,2149,,,
2041,7,1023,00990823,411306  ,0000010005769,金車伯朗藍山易240ml                     ,1,16.00,16,2149,,,
2041,7,1023,00990823,411306  ,0000010005765,金車伯朗咖啡(易)240ml                   ,1,16.00,16,2149,,,
2041,7,1023,00990823,411306  ,0000010005765,金車伯朗咖啡(易)240ml                   ,1,16.00,16,2149,,,
2041,7,1023,00990823,420102  ,0000030006236,鴻津太國捲(蛋奶素)-400g                 ,1,72.00,72,2149,,,
2041,7,1023,00990823,420102  ,0000010056457,義美小泡芙量販包(巧克力)-171g           ,1,69.00,69,2149,,,
2041,7,1023,00990823,420301  ,0000010010033,宜蘭旺旺仙貝-大 112g                    ,1,36.00,36,2149,,,
2041,7,1023,00990823,420301  ,0000010010033,宜蘭旺旺仙貝-大 112g                    ,1,36.00,36,2149,,,
2041,7,1023,00990823,420302  ,0000010079532,巧益玉米濃湯捲-20支                     ,1,75.00,75,2149,,,
2041,7,1023,00990823,420302  ,0000010069544,品客洋芋片(原味)-140g                   ,1,48.00,48,2149,,,
2041,7,1023,00990823,420302  ,0000010069545,品客洋芋片(香濃起司)-140g               ,1,47.00,47,2149,,,
2041,7,1023,00990823,420302  ,0000010073125,百事休閒包(7入)_222g                    ,1,59.00,59,2149,,,
2041,7,1023,00990823,420303  ,0000010010526,乖乖五香-65g                            ,1,19.00,19,2149,,,
2041,7,1023,00990823,420303  ,0000010010527,乖乖椰子-65g                            ,1,19.00,19,2149,,,
2041,7,1023,00990823,420303  ,0000010010511,乖乖(巧克力)-52g                        ,1,19.00,19,2149,,,
2041,7,1023,00990823,420306  ,0000010062975,哥爸妻夫蜜汁腰果隨手包-110g             ,1,69.00,69,2149,,,
2041,7,1023,00990823,420308  ,0000030012990,AJI超大葡萄乾(原味)-170g                ,1,55.00,55,2149,,,
2041,7,1023,00990823,510903  ,0000010034773,妙潔平底清潔袋(M)                       ,1,49.00,49,2149,,,
2041,7,1023,00990823,510903  ,0000010034773,妙潔平底清潔袋(M)                       ,2,49.00,98,2149,,,
2041,7,1023,00990823,510907  ,0000010037713,地基主金                                ,2,42.00,84,2149,,,
2041,7,1023,00990823,510907  ,0000010037715,好兄弟金                                ,3,52.00,156,2149,,,
2041,7,1023,00990823,530101  ,0000010044774,三好米-2KG                              ,1,115.00,115,2149,,,
2046,156,1023,00980331,210102  ,0000010034897,台灣有機A菜                             ,1,39.00,39,592,,,
2046,156,1023,00980331,210201  ,0000000003385,台灣胡蘿蔔                              ,1,29.00,29,592,,,
2046,156,1023,00980331,210201  ,0000000005392,日本山藥(支)                            ,1,169.00,169,592,,,
2046,156,1023,00980331,220301  ,0000000031578,台灣長治牛奶芭樂                        ,3,12.00,36,592,,,
2046,156,1023,00980331,310505  ,0000010002270,老聶川計烏梅汁-750g                     ,1,72.00,72,592,,,
2046,156,1023,00980331,310703  ,0000010060438,義美新素食代菜頭粿 800g                 ,1,68.00,68,592,,,
2046,156,1023,00980331,530101  ,0000010060617,三好香米3.4KG                           ,1,179.00,179,592,,,
2047,156,1023,00981115,411303  ,0000010005802,悅氏礦泉水-1410cc                       ,2,19.00,38,187,,,
2047,156,1023,00981115,530101  ,0000010021538,三好米(特級米)-4KG                      ,1,149.00,149,187,,,
2048,156,1023,00990210,210401  ,0000000001950,台灣金絲菇(200g)                        ,1,39.00,39,213,,,
2048,156,1023,00990210,220301  ,0000000004026,台灣珍珠芭樂                            ,1,35.00,35,213,,,
2048,156,1023,00990210,530101  ,0000010021538,三好米(特級米)-4KG                      ,1,139.00,139,213,,,
2049,156,1023,00990610,210101  ,0000010001071,台灣小白菜                              ,1,22.00,22,520,,,
2049,156,1023,00990610,310102  ,0000010059869,光泉鮮乳936ml                           ,1,67.00,67,520,,,
2049,156,1023,00990610,411303  ,0000010005802,悅氏礦泉水-1410cc                       ,1,19.00,19,520,,,
2049,156,1023,00990610,420103  ,0000010010003,中立麥穗蘇打餅-190g                     ,1,30.00,30,520,,,
2049,156,1023,00990610,510201  ,0000010064704,靠得住純白體驗衛生棉夜用15p*2           ,1,99.00,99,520,,,
2049,156,1023,00990610,510201  ,0000010064705,靠得住純白體驗衛生棉日用18P*2           ,1,99.00,99,520,,,
2049,156,1023,00990610,510201  ,0000010035839,靠得住潔絲透氣護墊(標準型)              ,1,35.00,35,520,,,
2049,156,1023,00990610,530101  ,0000010077941,中興金饌中興米-4kg                      ,1,149.00,149,520,,,
2069,718,1023,00981128,310102  ,0000010059874,光泉低脂鮮乳1857ml                      ,1,113.00,113,453,,,
2069,718,1023,00981128,311001  ,0000010003567,泰安洗選蛋-10粒                         ,1,39.00,39,453,,,
2069,718,1023,00981128,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,453,,,
2069,718,1023,00981128,530101  ,0000030000968,池上名物越光米3KG                       ,1,299.00,299,453,,,
2088,78,1023,00980120,530101  ,0000010021538,三好米(特級米)-4KG                      ,1,195.00,195,195,,,
2089,78,1023,00980225,310303  ,0000030004810,福源特製花生醬400g                      ,1,126.00,126,295,,,
2089,78,1023,00980225,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,169.00,169,295,,,
2100,757,1023,00981108,310201  ,0000010078265,統一AB無糖優酪乳900ml                   ,1,67.00,67,246,,,
2100,757,1023,00981108,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,179.00,179,246,,,
2252,835,1023,00980325,320102  ,0000010074243,統一加州葡萄土司456g(6片)               ,1,43.00,43,419,,,
2252,835,1023,00980325,411306  ,0000010005632,36法郎-典藏拿堤咖啡240ml                ,1,20.00,20,419,,,
2252,835,1023,00980325,411306  ,0000010005766,伯朗曼特寧咖啡240ml                     ,1,22.00,22,419,,,
2252,835,1023,00980325,420103  ,0000010009958,義美全麥健康餅_205g                     ,1,38.00,38,419,,,
2252,835,1023,00980325,510102  ,0000030004379,得意抽取衛生紙120抽*10                  ,1,99.00,99,419,,,
2252,835,1023,00980325,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,419,,,
2252,835,1023,00980325,530101  ,0000010021572,三好池鮮米-4kg                          ,1,195.00,195,419,,,
2398,612,1023,00990512,120104  ,0000000006159,台灣豚梅花肉丁                          ,1,56.00,56,205,,,
2398,612,1023,00990512,530101  ,0000010077943,中興無洗米-2kg                          ,1,149.00,149,205,,,
2413,613,1023,00980724,310103  ,0000030004877,愛之味純濃燕麥天然原味                  ,1,76.00,76,225,,,
2413,613,1023,00980724,530101  ,0000010077954,中興無洗台梗九號米-2kg                  ,1,149.00,149,225,,,
2414,613,1023,00981115,530101  ,0000010066964,中興越光米1.5KG                         ,1,149.00,149,149,,,
2415,613,1023,00990217,210102  ,0000030008802,台灣台糖有機蘿蔔葉                      ,1,35.00,35,611,,,
2415,613,1023,00990217,210202  ,0000030006702,台灣台糖有機日本水菜                    ,1,35.00,35,611,,,
2415,613,1023,00990217,210301  ,0000000003414,台灣冬瓜                                ,1,23.00,23,611,,,
2415,613,1023,00990217,210901  ,0000030002393,花蓮山蘇                                ,1,76.00,76,611,,,
2415,613,1023,00990217,410205  ,0000030011632,康寶雞湯塊-60g                          ,1,24.00,24,611,,,
2415,613,1023,00990217,410205  ,0000030011633,康寶排骨湯塊-60g                        ,1,24.00,24,611,,,
2415,613,1023,00990217,410605  ,0000030013479,五木營養麵線300g                        ,1,25.00,25,611,,,
2415,613,1023,00990217,530101  ,0000010067368,池上頂級越光米1.5KG                     ,1,220.00,220,611,,,
2415,613,1023,00990217,530101  ,0000010077943,中興無洗米-2kg                          ,1,149.00,149,611,,,
2443,42,1023,00990828,110101  ,0000000004446,印度白鯧(大)3-4                         ,1,176.00,176,635,,,
2443,42,1023,00990828,110204  ,0000000002990,台灣澎湖海域野生透抽                    ,1,93.00,93,635,,,
2443,42,1023,00990828,120401  ,0000010000839,台南黑橋牌香腸(蒜味)-370g               ,1,99.00,99,635,,,
2443,42,1023,00990828,120503  ,0000000020930,澳洲羊肉火鍋肉片(美淇)                  ,1,75.00,75,635,,,
2443,42,1023,00990828,210101  ,0000000009694,美國蘿美心                              ,1,75.00,75,635,,,
2443,42,1023,00990828,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,635,,,
2443,42,1023,00990828,530101  ,0000010044774,三好米-2KG                              ,1,115.00,115,635,,,
2470,851,1023,00980225,120105  ,0000000006270,台灣豚軟骨                              ,1,71.00,71,728,,,
2470,851,1023,00980225,310201  ,0000010001532,優沛蕾優酪乳(原味)-920ml                ,1,50.00,50,728,,,
2470,851,1023,00980225,420102  ,0000010075075,義美日式薄燒餅(奶香芝麻)_95g            ,1,31.00,31,728,,,
2470,851,1023,00980225,420102  ,0000010010176,義美牛奶小泡芙-57g                      ,1,27.00,27,728,,,
2470,851,1023,00980225,420302  ,0000010069543,品客洋芋片(洋蔥)-140g                   ,1,45.00,45,728,,,
2470,851,1023,00980225,420307  ,0000030009102,台糖安心豚原味細絲-150g                 ,1,121.00,121,728,,,
2470,851,1023,00980225,420309  ,0000010028806,來就富味付海苔-3入裝                    ,1,29.00,29,728,,,
2470,851,1023,00980225,510102  ,0000010042931,微風抽取式衛生紙-100抽*10               ,1,85.00,85,728,,,
2470,851,1023,00980225,510201  ,0000010073817,靠得住潔絲安全護墊加長13p*4             ,1,69.00,69,728,,,
2470,851,1023,00980225,510201  ,0000010038723,靠得住3號雙效超薄護翼棉-18片            ,1,39.00,39,728,,,
2470,851,1023,00980225,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,728,,,
2470,851,1023,00980225,530101  ,0000010077941,中興金饌中興米-4kg                      ,1,159.00,159,728,,,
2471,851,1023,00980413,310103  ,0000030007465,瑞穗巧克力牛奶930ml                     ,1,62.00,62,471,,,
2471,851,1023,00980413,310903  ,0000010004408,杜老爺雙粒麻淇冰-香芋                   ,1,19.00,19,471,,,
2471,851,1023,00980413,310903  ,0000010004405,杜老爺雙粒麻淇冰-香草                   ,1,19.00,19,471,,,
2471,851,1023,00980413,311003  ,0000010072743,萇記泰安活力蛋8粒裝                     ,1,45.00,45,471,,,
2471,851,1023,00980413,411302  ,0000030000202,生活蘇格蘭紅茶590ml                     ,1,15.00,15,471,,,
2471,851,1023,00980413,420102  ,0000010010174,義美巧克力小泡芙-57g                    ,1,30.00,30,471,,,
2471,851,1023,00980413,420102  ,0000010051537,義美卷心酥(巧克力)_75g                  ,1,36.00,36,471,,,
2471,851,1023,00980413,420103  ,0000010010003,中立麥穗蘇打餅-190g                     ,1,27.00,27,471,,,
2471,851,1023,00980413,420302  ,0000010010097,Lay's經濟包(海苔)-140g                  ,1,39.00,39,471,,,
2471,851,1023,00980413,530101  ,0000010066930,三好長鮮米_4kg                          ,1,179.00,179,471,,,
2472,851,1023,00980425,210102  ,0000010068438,台灣台糖有機白菜                        ,1,27.00,27,513,,,
2472,851,1023,00980425,210102  ,0000010068438,台灣台糖有機白菜                        ,1,28.00,28,513,,,
2472,851,1023,00980425,310101  ,0000010059843,瑞穗低脂鮮乳 930ml                      ,1,63.00,63,513,,,
2472,851,1023,00980425,420405  ,0000010055923,Extra木糖醇無糖口香糖(草莓)35g          ,1,35.00,35,513,,,
2472,851,1023,00980425,510101  ,0000030000728,舒潔平板衛生紙300張*6                   ,1,99.00,99,513,,,
2472,851,1023,00980425,510201  ,0000010038720,靠得住3號不織布超薄護翼棉-18片          ,1,45.00,45,513,,,
2472,851,1023,00980425,510201  ,0000010076694,靠得住溫柔宣言夜用超薄衛生棉草本抑菌-13 ,1,55.00,55,513,,,
2472,851,1023,00980425,510801  ,0000010013251,妙潔PE膜-20M                            ,-1,33.00,-33,513,,,
2472,851,1023,00980425,510801  ,0000010013251,妙潔PE膜-20M                            ,1,33.00,33,513,,,
2472,851,1023,00980425,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,513,,,
2472,851,1023,00980425,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,159.00,159,513,,,
2473,851,1023,00980605,410601  ,0000010064887,三養海鮮拉麵125g                        ,2,28.00,56,702,,,
2473,851,1023,00980605,410601  ,0000010060321,統一蔥燒牛肉麵*5入                      ,1,55.00,55,702,,,
2473,851,1023,00980605,410601  ,0000010060314,統一肉燥包麵*5入                        ,1,55.00,55,702,,,
2473,851,1023,00980605,411302  ,0000010036084,統一茶裏王(英式紅茶)-600ml              ,1,17.00,17,702,,,
2473,851,1023,00980605,411302  ,0000010056131,光泉冷泡烏龍茶-600ml                    ,3,14.66,44,702,,,
2473,851,1023,00980605,411302  ,0000010056131,光泉冷泡烏龍茶-600ml                    ,1,15.00,15,702,,,
2473,851,1023,00980605,411309  ,0000010060942,泰山冰鎮紅茶(鋁)375g*6入                ,1,65.00,65,702,,,
2473,851,1023,00980605,411309  ,0000010060942,泰山冰鎮紅茶(鋁)375g*6入                ,1,65.00,65,702,,,
2473,851,1023,00980605,420102  ,0000010010273,可口葡萄派83g                           ,1,39.00,39,702,,,
2473,851,1023,00980605,420103  ,0000030007793,義美大燕麥蘇打餅-135g                   ,1,33.00,33,702,,,
2473,851,1023,00980605,420104  ,0000030006797,樂天Pepero-杏仁巧克力棒-36g             ,2,29.00,58,702,,,
2473,851,1023,00980605,420104  ,0000030006798,樂天Pepero-巧克力夾心棒-50g             ,1,29.00,29,702,,,
2473,851,1023,00980605,420302  ,0000010010126,波的多蚵仔煎-50g                        ,1,18.00,18,702,,,
2473,851,1023,00980605,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,2,2.00,4,702,,,
2473,851,1023,00980605,530101  ,0000010066930,三好長鮮米_4kg                          ,1,149.00,149,702,,,
2474,851,1023,00980904,310502  ,0000010037681,波蜜果菜汁 500ml                        ,1,20.00,20,268,,,
2474,851,1023,00980904,411307  ,0000010005430,波蜜果菜汁(易)-350g                     ,1,14.00,14,268,,,
2474,851,1023,00980904,510101  ,0000030004585,可麗舒平版衛生紙-300張                  ,1,85.00,85,268,,,
2474,851,1023,00980904,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,149.00,149,268,,,
2475,851,1023,00980929,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,171,,,
2475,851,1023,00980929,530101  ,0000010032530,勝利上品米-4.5kg                        ,1,169.00,169,171,,,
2476,851,1023,00981221,310802  ,0000030012617,西北水晶餃(水晶原味)120g/盒(6粒)        ,1,29.00,29,759,,,
2476,851,1023,00981221,310802  ,0000010003667,桂冠燕餃                                ,1,33.00,33,759,,,
2476,851,1023,00981221,310802  ,0000030012618,西北水晶餃(水晶麻辣)120g/盒(6粒)        ,1,30.00,30,759,,,
2476,851,1023,00981221,310802  ,0000010003663,桂冠香菇餃-120g                         ,1,34.00,34,759,,,
2476,851,1023,00981221,310806  ,0000010003822,桂冠芝麻湯圓-10入                       ,1,31.00,31,759,,,
2476,851,1023,00981221,310806  ,0000010003825,桂冠鮮肉湯圓-10入                       ,1,31.00,31,759,,,
2476,851,1023,00981221,310806  ,0000010003825,桂冠鮮肉湯圓-10入                       ,1,31.00,31,759,,,
2476,851,1023,00981221,310806  ,0000010003823,桂冠花生湯圓-10入                       ,1,31.00,31,759,,,
2476,851,1023,00981221,410401  ,0000010006983,HOUSE印度咖哩(辣味)-240g                ,1,109.00,109,759,,,
2476,851,1023,00981221,410901  ,0000010057140,桂格北海道特濃鮮奶麥片26g(12入)         ,1,88.00,88,759,,,
2476,851,1023,00981221,420102  ,0000030009237,OEC杏仁千層酥-168g                      ,1,55.00,55,759,,,
2476,851,1023,00981221,420103  ,0000030013048,孔雀餅乾蜂蜜燕麥(中)-135g               ,1,30.00,30,759,,,
2476,851,1023,00981221,420309  ,0000010065173,高岡屋日式海苔(辣味)11.2g               ,1,50.00,50,759,,,
2476,851,1023,00981221,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,759,,,
2476,851,1023,00981221,530101  ,0000010077942,中興特優級優健長米-4kg                  ,1,175.00,175,759,,,
2477,851,1023,00990227,310202  ,0000030007007,比菲活益多(蘋果)210ml                   ,1,10.00,10,730,,,
2477,851,1023,00990227,310202  ,0000030007006,比菲活益多(原味)210ml                   ,1,10.00,10,730,,,
2477,851,1023,00990227,310502  ,0000030011680,活益比菲多發酵乳小Q瓶-葡萄110*3入       ,1,22.00,22,730,,,
2477,851,1023,00990227,310503  ,0000010062182,統一低糖高纖豆漿900ml                   ,1,33.00,33,730,,,
2477,851,1023,00990227,310605  ,0000010079094,韓國鄉村泡菜1kg                         ,1,198.00,198,730,,,
2477,851,1023,00990227,310806  ,0000010003986,桂冠紫糯芝麻湯圓-200g(10粒)             ,1,35.00,35,730,,,
2477,851,1023,00990227,310806  ,0000010003823,桂冠花生湯圓-10入                       ,1,35.00,35,730,,,
2477,851,1023,00990227,410607  ,0000010008389,虎牌虎品新竹米粉-350g                   ,1,32.00,32,730,,,
2477,851,1023,00990227,510101  ,0000010079773,得意平版衛生紙300P*6                    ,1,99.00,99,730,,,
2477,851,1023,00990227,510102  ,0000030011357,得意抽取衛生紙100抽10包                 ,1,99.00,99,730,,,
2477,851,1023,00990227,510906  ,0000010056355,MATSUSEI背心袋 10KG                     ,1,2.00,2,730,,,
2477,851,1023,00990227,530101  ,0000030011742,米圃精饌米-4kg                          ,1,155.00,155,730,,,
2478,851,1023,00990404,520501  ,0000030011139,公賣局米酒頭-0.6L                       ,1,140.00,140,315,,,
2478,851,1023,00990404,530101  ,0000030013383,金墩三星正港台灣米-4kg                  ,1,175.00,175,315,,,
2479,851,1023,00990727,411302  ,0000010078650,統一茶裏王青心烏龍茶-600ml*6入          ,1,89.00,89,527,,,
2479,851,1023,00990727,411302  ,0000010078650,統一茶裏王青心烏龍茶-600ml*6入          ,1,89.00,89,527,,,
2479,851,1023,00990727,510102  ,0000030011357,得意抽取衛生紙100抽10包                 ,2,99.00,198,527,,,
